"job_id","job_title","company_name","location","experience_required_years","skills","salary_min_inr","salary_max_inr","employment_type","remote_option"
231,"Data Scientist","Wipro","Mumbai",3,"Tableau, Machine Learning, React","2254602.00","2577270.00","Full-time","Hybrid"
232,"Backend Developer","Capgemini","Chennai",8,"Azure, React, Machine Learning","1086528.00","1311496.00","Full-time","Remote"
233,"Business Analyst","Wipro","Hyderabad",6,"Tableau, Python, AWS","835065.00","1124126.00","Internship","Hybrid"
234,"Data Analyst","TCS","Pune",14,"Tableau, Machine Learning, Java","599886.00","991249.00","Contract","Remote"
235,"Data Scientist","Tech Mahindra","Hyderabad",13,"React, Node.js, Docker","1462511.00","1821549.00","Full-time","Remote"
236,"Cybersecurity Analyst","HCLTech","Mumbai",4,"Machine Learning, Tableau, Node.js","1451415.00","1611201.00","Internship","Onsite"
237,"Cybersecurity Analyst","Zoho","Bangalore",6,"Kubernetes, Python, Docker","674884.00","1021692.00","Contract","Onsite"
238,"Cybersecurity Analyst","Accenture","Chennai",4,"Machine Learning, Java, Tableau","1579575.00","1798193.00","Contract","Onsite"
239,"DevOps Engineer","TCS","Chennai",6,"Node.js, SQL, Tableau","723539.00","963382.00","Full-time","Hybrid"
240,"Data Analyst","Infosys","Delhi NCR",5,"Java, SQL, Power BI","688948.00","860360.00","Internship","Hybrid"
241,"Cybersecurity Analyst","Wipro","Noida",11,"Python, Machine Learning, Docker","1436579.00","1771000.00","Internship","Remote"
242,"Data Analyst","Flipkart","Pune",11,"Docker, AWS, Java","950363.00","1316861.00","Internship","Remote"
243,"Data Scientist","Infosys","Pune",1,"SQL, Tableau, Machine Learning","1737168.00","2086549.00","Contract","Onsite"
244,"DevOps Engineer","Cognizant","Kolkata",12,"Power BI, Azure, React","798717.00","961235.00","Contract","Remote"
245,"Cybersecurity Analyst","Zoho","Hyderabad",15,"Tableau, Node.js, Power BI","1672128.00","1898287.00","Internship","Onsite"
246,"ML Engineer","Tech Mahindra","Noida",6,"Node.js, Power BI, Python","1506325.00","1672057.00","Full-time","Hybrid"
247,"Cloud Engineer","Capgemini","Chennai",10,"SQL, Machine Learning, Azure","1318949.00","1648981.00","Contract","Hybrid"
248,"ML Engineer","HCLTech","Noida",14,"React, Power BI, AWS","1356925.00","1555375.00","Full-time","Hybrid"
249,"Backend Developer","Zoho","Pune",2,"AWS, SQL, Tableau","913610.00","1063322.00","Internship","Onsite"
250,"Data Scientist","Accenture","Hyderabad",0,"Machine Learning, AWS, Java","1468826.00","1731700.00","Full-time","Hybrid"
251,"Cloud Engineer","Accenture","Chennai",14,"Node.js, React, AWS","1809305.00","1920552.00","Internship","Remote"
252,"Data Analyst","Tech Mahindra","Hyderabad",13,"Java, Tableau, Node.js","876379.00","1097427.00","Contract","Hybrid"
253,"Frontend Developer","Capgemini","Chennai",10,"Tableau, Java, Power BI","1211180.00","1536100.00","Full-time","Onsite"
254,"Data Analyst","Cognizant","Mumbai",5,"Tableau, Kubernetes, Node.js","546257.00","677263.00","Full-time","Hybrid"
255,"Cybersecurity Analyst","Capgemini","Hyderabad",13,"Power BI, Kubernetes, Tableau","1495156.00","1800748.00","Full-time","Onsite"
256,"DevOps Engineer","Zoho","Chennai",3,"Python, Kubernetes, React","1271025.00","1657326.00","Full-time","Remote"
257,"Cybersecurity Analyst","Wipro","Chennai",12,"Machine Learning, React, Kubernetes","1581737.00","1833490.00","Full-time","Onsite"
258,"Backend Developer","Zoho","Bangalore",9,"Tableau, Docker, Java","967928.00","1127712.00","Contract","Remote"
259,"Frontend Developer","Flipkart","Kolkata",9,"Azure, Node.js, Python","825940.00","944710.00","Full-time","Hybrid"
260,"Software Engineer","Capgemini","Noida",13,"AWS, Docker, Power BI","708951.00","1107326.00","Contract","Onsite"
261,"Frontend Developer","TCS","Kolkata",9,"Power BI, SQL, AWS","566191.00","690528.00","Contract","Hybrid"
262,"Data Scientist","Wipro","Mumbai",3,"Power BI, Java, Azure","1329986.00","1685810.00","Internship","Onsite"
263,"Data Analyst","Zoho","Kolkata",14,"Azure, Machine Learning, Node.js","868438.00","982670.00","Internship","Remote"
264,"Software Engineer","Wipro","Delhi NCR",4,"Python, React, Azure","1049673.00","1318697.00","Full-time","Hybrid"
265,"Data Analyst","HCLTech","Chennai",1,"AWS, Docker, SQL","859691.00","1181296.00","Contract","Onsite"
266,"Data Analyst","Flipkart","Delhi NCR",6,"Power BI, Docker, SQL","825112.00","1210582.00","Internship","Hybrid"
267,"Software Engineer","Infosys","Bangalore",8,"AWS, Machine Learning, Java","662714.00","771053.00","Contract","Hybrid"
268,"Cloud Engineer","TCS","Delhi NCR",6,"Python, Java, Kubernetes","1744287.00","2036346.00","Contract","Remote"
269,"Cybersecurity Analyst","Zoho","Kolkata",9,"Docker, SQL, Python","1379979.00","1716690.00","Internship","Onsite"
270,"Data Scientist","HCLTech","Mumbai",1,"Python, Kubernetes, AWS","1858480.00","2010874.00","Full-time","Hybrid"
271,"Frontend Developer","Infosys","Mumbai",15,"AWS, Tableau, Power BI","1280590.00","1520950.00","Full-time","Remote"
272,"Cybersecurity Analyst","HCLTech","Pune",8,"SQL, Power BI, Node.js","961029.00","1080130.00","Internship","Remote"
273,"Data Analyst","Capgemini","Noida",6,"Python, Node.js, SQL","675531.00","939217.00","Full-time","Onsite"
274,"Software Engineer","Infosys","Mumbai",12,"Python, React, Machine Learning","604777.00","903611.00","Contract","Remote"
275,"ML Engineer","TCS","Kolkata",4,"React, Python, SQL","2380510.00","2560141.00","Contract","Hybrid"
276,"Frontend Developer","Cognizant","Delhi NCR",2,"Node.js, Java, Azure","917608.00","1236237.00","Internship","Onsite"
277,"ML Engineer","Accenture","Noida",3,"React, Java, Python","2295377.00","2684990.00","Full-time","Onsite"
278,"Frontend Developer","Wipro","Kolkata",7,"SQL, Power BI, AWS","1254952.00","1620635.00","Full-time","Remote"
279,"Software Engineer","Wipro","Chennai",1,"Node.js, Kubernetes, Java","1188982.00","1346019.00","Contract","Hybrid"
280,"Software Engineer","HCLTech","Delhi NCR",7,"Tableau, Node.js, Java","756664.00","1002334.00","Full-time","Onsite"
281,"Cloud Engineer","Flipkart","Noida",14,"SQL, Kubernetes, Machine Learning","1311320.00","1585577.00","Full-time","Onsite"
282,"Business Analyst","Infosys","Hyderabad",4,"SQL, Power BI, Docker","856307.00","1145785.00","Contract","Remote"
283,"Software Engineer","Tech Mahindra","Noida",1,"Tableau, Java, SQL","1186038.00","1424167.00","Contract","Onsite"
284,"Data Analyst","Zoho","Chennai",3,"Azure, Machine Learning, React","593801.00","746661.00","Internship","Remote"
285,"Backend Developer","TCS","Pune",10,"Azure, Python, Kubernetes","1164483.00","1300279.00","Internship","Onsite"
286,"Business Analyst","Infosys","Hyderabad",9,"Kubernetes, Python, Tableau","816536.00","1032083.00","Full-time","Onsite"
287,"Backend Developer","Flipkart","Mumbai",8,"Python, Azure, Node.js","1002049.00","1388146.00","Contract","Remote"
288,"Business Analyst","HCLTech","Delhi NCR",0,"Node.js, Python, SQL","565781.00","940365.00","Internship","Onsite"
289,"Business Analyst","TCS","Pune",4,"React, Azure, Power BI","907680.00","1173061.00","Internship","Hybrid"
290,"Software Engineer","Capgemini","Noida",9,"Azure, SQL, Machine Learning","504656.00","710444.00","Full-time","Hybrid"
291,"Business Analyst","HCLTech","Pune",0,"Power BI, Machine Learning, Node.js","996983.00","1335031.00","Full-time","Remote"
292,"Data Scientist","Zoho","Kolkata",3,"Machine Learning, AWS, Python","925353.00","1084029.00","Contract","Onsite"
293,"Data Scientist","HCLTech","Kolkata",11,"Kubernetes, SQL, Python","2153321.00","2312868.00","Full-time","Hybrid"
294,"Software Engineer","Wipro","Chennai",14,"Node.js, Machine Learning, Kubernetes","1504827.00","1669764.00","Internship","Hybrid"
295,"Business Analyst","Flipkart","Pune",11,"React, SQL, AWS","558965.00","804583.00","Full-time","Onsite"
296,"Business Analyst","Accenture","Chennai",4,"Python, React, Docker","531912.00","634539.00","Full-time","Remote"
297,"DevOps Engineer","Cognizant","Noida",12,"SQL, AWS, Java","1391927.00","1600139.00","Contract","Remote"
298,"DevOps Engineer","Flipkart","Delhi NCR",15,"React, SQL, Tableau","1448252.00","1766627.00","Internship","Hybrid"
299,"DevOps Engineer","TCS","Kolkata",4,"Tableau, Java, Machine Learning","1318115.00","1545621.00","Contract","Hybrid"
300,"Frontend Developer","Zoho","Pune",1,"Python, AWS, Azure","1165505.00","1289628.00","Contract","Hybrid"
301,"Business Analyst","Capgemini","Delhi NCR",4,"Python, Tableau, React","729730.00","1002630.00","Contract","Onsite"
302,"Business Analyst","Infosys","Chennai",0,"Node.js, AWS, Docker","784047.00","1028246.00","Full-time","Hybrid"
303,"Business Analyst","HCLTech","Chennai",2,"Node.js, Python, Tableau","923714.00","1166262.00","Contract","Onsite"
304,"Software Engineer","Tech Mahindra","Noida",0,"React, Kubernetes, Python","819946.00","1210584.00","Full-time","Hybrid"
305,"ML Engineer","Wipro","Noida",9,"Docker, Machine Learning, Tableau","1502469.00","1795007.00","Full-time","Onsite"
306,"ML Engineer","Infosys","Noida",3,"Tableau, Power BI, Machine Learning","1009954.00","1305840.00","Full-time","Hybrid"
307,"Software Engineer","TCS","Pune",2,"AWS, React, Power BI","1355424.00","1628439.00","Internship","Remote"
308,"Business Analyst","Zoho","Noida",11,"Azure, Docker, Java","1185550.00","1491197.00","Full-time","Hybrid"
309,"DevOps Engineer","Wipro","Kolkata",6,"Machine Learning, Node.js, Power BI","1790147.00","2063499.00","Full-time","Remote"
310,"ML Engineer","HCLTech","Kolkata",1,"Java, Kubernetes, Power BI","1431596.00","1749581.00","Internship","Onsite"
311,"ML Engineer","Capgemini","Hyderabad",10,"Python, Azure, Java","1116794.00","1470025.00","Contract","Remote"
312,"Data Analyst","Zoho","Delhi NCR",8,"Machine Learning, React, Java","973403.00","1342630.00","Internship","Remote"
313,"Software Engineer","Zoho","Pune",10,"Node.js, Java, React","1197752.00","1396273.00","Contract","Remote"
314,"ML Engineer","Infosys","Kolkata",10,"Kubernetes, Python, Java","1117270.00","1244767.00","Contract","Hybrid"
315,"Frontend Developer","Infosys","Chennai",13,"Azure, Power BI, SQL","597997.00","741545.00","Full-time","Hybrid"
316,"ML Engineer","Accenture","Noida",12,"Java, Python, Machine Learning","2361896.00","2628368.00","Contract","Hybrid"
317,"Cloud Engineer","Wipro","Mumbai",13,"AWS, React, Docker","1478145.00","1841441.00","Contract","Onsite"
318,"DevOps Engineer","Accenture","Delhi NCR",12,"Python, Tableau, SQL","1084548.00","1358226.00","Full-time","Hybrid"
319,"ML Engineer","Zoho","Noida",7,"AWS, Power BI, Tableau","1547422.00","1942369.00","Internship","Remote"
320,"Data Scientist","Capgemini","Pune",9,"React, Machine Learning, Kubernetes","906307.00","1228907.00","Contract","Hybrid"
321,"Cloud Engineer","Zoho","Hyderabad",12,"React, Docker, Node.js","1552933.00","1730496.00","Internship","Onsite"
322,"Software Engineer","Flipkart","Kolkata",8,"SQL, Node.js, Python","564139.00","888644.00","Full-time","Hybrid"
323,"Software Engineer","Capgemini","Delhi NCR",0,"SQL, Azure, Java","1068725.00","1467149.00","Internship","Onsite"
324,"Data Scientist","Infosys","Bangalore",5,"Docker, Python, Azure","2170742.00","2567432.00","Full-time","Hybrid"
325,"Cybersecurity Analyst","Zoho","Noida",9,"Python, Tableau, SQL","1193358.00","1448142.00","Internship","Hybrid"
326,"Backend Developer","Zoho","Chennai",7,"Machine Learning, AWS, SQL","916899.00","1254502.00","Contract","Hybrid"
327,"ML Engineer","Accenture","Hyderabad",10,"React, Java, SQL","915437.00","1095480.00","Full-time","Hybrid"
328,"Backend Developer","Tech Mahindra","Mumbai",10,"Python, Azure, Java","512612.00","806275.00","Internship","Onsite"
329,"Backend Developer","TCS","Hyderabad",15,"Node.js, SQL, Java","941302.00","1320878.00","Contract","Onsite"
330,"Frontend Developer","Flipkart","Chennai",14,"Docker, Power BI, Azure","950981.00","1330586.00","Full-time","Onsite"
331,"DevOps Engineer","Accenture","Hyderabad",13,"React, Power BI, Docker","1694816.00","1853787.00","Contract","Remote"
332,"DevOps Engineer","Accenture","Hyderabad",1,"Kubernetes, Tableau, Node.js","755427.00","974829.00","Contract","Onsite"
333,"Data Scientist","Tech Mahindra","Noida",8,"Machine Learning, Docker, Azure","845170.00","1132190.00","Internship","Remote"
334,"DevOps Engineer","HCLTech","Chennai",11,"Docker, SQL, AWS","872335.00","1268134.00","Full-time","Hybrid"
335,"Cloud Engineer","Flipkart","Noida",3,"AWS, Azure, Tableau","1485934.00","1690451.00","Contract","Remote"
336,"Business Analyst","TCS","Hyderabad",0,"Azure, Docker, Power BI","1063808.00","1365852.00","Internship","Onsite"
337,"Software Engineer","Accenture","Pune",11,"Docker, React, Kubernetes","1073332.00","1206783.00","Full-time","Onsite"
338,"Software Engineer","Zoho","Pune",13,"Azure, SQL, Kubernetes","1537452.00","1666256.00","Full-time","Onsite"
339,"Software Engineer","Wipro","Chennai",4,"AWS, React, Java","1546448.00","1690008.00","Internship","Remote"
340,"Business Analyst","TCS","Pune",13,"React, Power BI, Azure","911709.00","1289815.00","Full-time","Remote"
341,"Cybersecurity Analyst","Tech Mahindra","Chennai",15,"Python, Docker, SQL","677677.00","969750.00","Internship","Remote"
342,"Frontend Developer","Wipro","Mumbai",7,"AWS, Kubernetes, SQL","452878.00","812881.00","Full-time","Onsite"
343,"Data Analyst","Capgemini","Chennai",1,"React, Tableau, SQL","924193.00","1044993.00","Internship","Hybrid"
344,"DevOps Engineer","Zoho","Delhi NCR",8,"Python, Kubernetes, AWS","1115921.00","1278009.00","Contract","Remote"
345,"Software Engineer","Tech Mahindra","Chennai",9,"SQL, Docker, Tableau","952434.00","1065815.00","Internship","Remote"
346,"ML Engineer","HCLTech","Hyderabad",9,"Java, SQL, Node.js","1653169.00","1841704.00","Contract","Remote"
347,"Cybersecurity Analyst","TCS","Hyderabad",5,"SQL, Tableau, React","969689.00","1292880.00","Internship","Remote"
348,"Backend Developer","Wipro","Mumbai",11,"Kubernetes, Java, Machine Learning","764885.00","1087574.00","Internship","Hybrid"
349,"Business Analyst","HCLTech","Noida",2,"Java, SQL, Docker","561122.00","936816.00","Contract","Onsite"
350,"Frontend Developer","Zoho","Bangalore",13,"React, Node.js, Java","788270.00","1024146.00","Internship","Onsite"
351,"Software Engineer","Cognizant","Delhi NCR",8,"Python, Machine Learning, Azure","911772.00","1109984.00","Full-time","Remote"
352,"Backend Developer","Infosys","Mumbai",10,"Python, SQL, Azure","820999.00","998942.00","Internship","Onsite"
353,"Software Engineer","Infosys","Chennai",5,"Azure, Machine Learning, Power BI","1072789.00","1284278.00","Contract","Onsite"
354,"ML Engineer","Wipro","Pune",4,"Tableau, Node.js, Azure","2378410.00","2756737.00","Internship","Hybrid"
355,"Data Scientist","Wipro","Mumbai",5,"Java, Docker, Azure","972113.00","1163747.00","Internship","Remote"
356,"Data Scientist","Cognizant","Delhi NCR",0,"Java, AWS, Kubernetes","1759236.00","1969892.00","Full-time","Onsite"
357,"Frontend Developer","Accenture","Kolkata",10,"Kubernetes, Python, Docker","1050204.00","1156819.00","Contract","Hybrid"
358,"Backend Developer","Flipkart","Bangalore",7,"Docker, Azure, SQL","756967.00","968864.00","Contract","Hybrid"
359,"Backend Developer","Capgemini","Noida",5,"Machine Learning, React, AWS","573766.00","785687.00","Contract","Hybrid"
360,"DevOps Engineer","Capgemini","Chennai",13,"Python, Azure, SQL","802903.00","1058019.00","Internship","Hybrid"
361,"DevOps Engineer","Wipro","Noida",11,"Docker, SQL, Tableau","808943.00","1125558.00","Full-time","Hybrid"
362,"ML Engineer","Tech Mahindra","Hyderabad",3,"SQL, Machine Learning, Python","1123907.00","1425141.00","Internship","Hybrid"
363,"Data Scientist","Infosys","Hyderabad",7,"SQL, Azure, Machine Learning","1153647.00","1298615.00","Contract","Remote"
364,"Backend Developer","Zoho","Hyderabad",15,"Power BI, Azure, Tableau","1290321.00","1560732.00","Full-time","Onsite"
365,"Data Scientist","Wipro","Chennai",8,"Azure, Node.js, Power BI","1955631.00","2263737.00","Contract","Remote"
366,"ML Engineer","TCS","Noida",10,"Java, Python, SQL","1917054.00","2019591.00","Full-time","Remote"
367,"Data Analyst","Wipro","Delhi NCR",4,"Python, SQL, Tableau","725378.00","878251.00","Internship","Onsite"
368,"Software Engineer","Cognizant","Kolkata",6,"React, Power BI, Azure","1305048.00","1536009.00","Internship","Onsite"
369,"Cybersecurity Analyst","Wipro","Bangalore",7,"Tableau, Node.js, Kubernetes","1437843.00","1577302.00","Contract","Onsite"
370,"DevOps Engineer","Zoho","Delhi NCR",15,"Azure, Tableau, Power BI","1435072.00","1703119.00","Internship","Hybrid"
371,"Cybersecurity Analyst","Accenture","Hyderabad",7,"Python, Java, AWS","1520026.00","1819219.00","Internship","Onsite"
372,"Frontend Developer","Tech Mahindra","Chennai",13,"Azure, Power BI, Node.js","1255532.00","1395020.00","Contract","Onsite"
373,"ML Engineer","HCLTech","Bangalore",7,"Azure, Kubernetes, Node.js","1265527.00","1520340.00","Full-time","Hybrid"
374,"ML Engineer","Capgemini","Hyderabad",5,"Python, SQL, AWS","1641795.00","1996891.00","Contract","Onsite"
375,"Cybersecurity Analyst","Accenture","Noida",1,"SQL, Docker, Power BI","603923.00","809279.00","Contract","Remote"
376,"Backend Developer","Cognizant","Pune",11,"Machine Learning, Azure, Kubernetes","587550.00","851730.00","Full-time","Hybrid"
377,"Backend Developer","Infosys","Delhi NCR",12,"Azure, Tableau, React","537834.00","911420.00","Internship","Onsite"
378,"Software Engineer","Wipro","Hyderabad",12,"Python, Java, React","1540052.00","1797425.00","Internship","Remote"
379,"Frontend Developer","TCS","Mumbai",11,"Docker, AWS, Java","1282089.00","1664104.00","Contract","Remote"
380,"Backend Developer","Tech Mahindra","Chennai",7,"Kubernetes, SQL, Azure","1404486.00","1789538.00","Contract","Remote"
381,"Frontend Developer","Accenture","Pune",6,"Power BI, AWS, SQL","605404.00","879299.00","Internship","Remote"
382,"Backend Developer","Zoho","Chennai",12,"Java, Azure, Kubernetes","1288296.00","1636169.00","Full-time","Hybrid"
383,"Cloud Engineer","TCS","Noida",2,"AWS, React, Tableau","1894117.00","2036516.00","Internship","Hybrid"
384,"Data Analyst","Accenture","Mumbai",4,"Machine Learning, Power BI, Azure","495732.00","838958.00","Internship","Onsite"
385,"ML Engineer","Cognizant","Mumbai",11,"Python, Tableau, AWS","1668109.00","1903649.00","Full-time","Hybrid"
386,"Backend Developer","Wipro","Pune",13,"Java, Machine Learning, Docker","835565.00","1006906.00","Full-time","Remote"
387,"Frontend Developer","Zoho","Mumbai",6,"Docker, Power BI, Azure","571252.00","839662.00","Internship","Hybrid"
388,"Backend Developer","Flipkart","Kolkata",9,"AWS, Node.js, Docker","1334827.00","1521342.00","Full-time","Hybrid"
389,"DevOps Engineer","Flipkart","Mumbai",5,"Node.js, Python, React","1058240.00","1164755.00","Internship","Onsite"
390,"Business Analyst","Accenture","Kolkata",2,"Docker, Machine Learning, Python","1146851.00","1499653.00","Internship","Hybrid"
391,"Software Engineer","Capgemini","Delhi NCR",6,"Kubernetes, Tableau, AWS","689976.00","797153.00","Internship","Remote"
392,"Software Engineer","Infosys","Kolkata",0,"SQL, Machine Learning, Docker","1472989.00","1607021.00","Contract","Remote"
393,"DevOps Engineer","TCS","Chennai",11,"Python, React, Power BI","1783782.00","1985656.00","Full-time","Remote"
394,"Cybersecurity Analyst","TCS","Noida",4,"Node.js, Docker, Power BI","903253.00","1185880.00","Full-time","Remote"
395,"Data Scientist","Accenture","Delhi NCR",9,"AWS, Docker, SQL","1285197.00","1643715.00","Full-time","Hybrid"
396,"Business Analyst","Infosys","Kolkata",6,"Python, AWS, SQL","1024850.00","1167017.00","Full-time","Hybrid"
397,"Software Engineer","Flipkart","Noida",4,"Python, AWS, Node.js","1118308.00","1337107.00","Internship","Remote"
398,"Frontend Developer","Capgemini","Delhi NCR",7,"Machine Learning, Tableau, Docker","912485.00","1218775.00","Internship","Hybrid"
399,"Data Scientist","Wipro","Chennai",10,"Node.js, SQL, AWS","1111389.00","1496491.00","Full-time","Hybrid"
400,"Cloud Engineer","Capgemini","Pune",1,"Azure, Java, Node.js","1251550.00","1509040.00","Full-time","Hybrid"
401,"Backend Developer","Zoho","Mumbai",5,"Machine Learning, Node.js, Azure","950666.00","1319506.00","Full-time","Hybrid"
402,"ML Engineer","TCS","Bangalore",15,"Java, Azure, Python","1828442.00","2036217.00","Internship","Hybrid"
403,"Backend Developer","Infosys","Hyderabad",15,"AWS, Kubernetes, Tableau","1432734.00","1562094.00","Contract","Onsite"
404,"Frontend Developer","Infosys","Kolkata",10,"React, SQL, Azure","1269161.00","1381580.00","Full-time","Remote"
405,"Cybersecurity Analyst","Accenture","Chennai",1,"Kubernetes, Azure, Java","1456751.00","1732046.00","Contract","Hybrid"
406,"Software Engineer","Zoho","Pune",3,"Node.js, Tableau, Python","1352061.00","1587800.00","Internship","Remote"
407,"ML Engineer","Zoho","Mumbai",9,"Docker, Machine Learning, Tableau","2125862.00","2453598.00","Full-time","Remote"
408,"Business Analyst","TCS","Mumbai",9,"Power BI, Machine Learning, Azure","1109444.00","1391431.00","Full-time","Remote"
409,"Software Engineer","Tech Mahindra","Kolkata",3,"Power BI, Python, Azure","1047533.00","1322075.00","Internship","Remote"
410,"DevOps Engineer","Tech Mahindra","Hyderabad",15,"Machine Learning, SQL, Kubernetes","1231327.00","1424518.00","Internship","Remote"
411,"Cybersecurity Analyst","Capgemini","Delhi NCR",5,"React, Kubernetes, AWS","1167178.00","1514242.00","Full-time","Onsite"
412,"DevOps Engineer","TCS","Chennai",7,"Tableau, Java, AWS","1432394.00","1593783.00","Internship","Hybrid"
413,"ML Engineer","HCLTech","Chennai",11,"AWS, SQL, Java","2291822.00","2491124.00","Internship","Hybrid"
414,"Frontend Developer","Wipro","Kolkata",5,"Tableau, React, Node.js","1168296.00","1292473.00","Internship","Hybrid"
415,"DevOps Engineer","Accenture","Kolkata",11,"Node.js, Java, React","1420629.00","1733360.00","Internship","Hybrid"
416,"DevOps Engineer","Capgemini","Kolkata",2,"Python, SQL, Java","1666468.00","1836518.00","Contract","Onsite"
417,"Software Engineer","Capgemini","Kolkata",10,"Power BI, Docker, Tableau","902379.00","1106767.00","Contract","Hybrid"
418,"DevOps Engineer","Zoho","Delhi NCR",1,"AWS, Kubernetes, Tableau","1391199.00","1504932.00","Contract","Remote"
419,"Business Analyst","Infosys","Hyderabad",3,"Node.js, Java, Tableau","1085020.00","1231645.00","Internship","Remote"
420,"ML Engineer","Infosys","Pune",7,"Python, Machine Learning, Tableau","1090716.00","1368976.00","Full-time","Hybrid"
421,"Cloud Engineer","TCS","Bangalore",12,"Power BI, Node.js, Java","1668470.00","1961001.00","Internship","Onsite"
422,"ML Engineer","Wipro","Kolkata",10,"Java, Python, AWS","1492990.00","1757688.00","Full-time","Onsite"
423,"ML Engineer","Zoho","Kolkata",15,"Azure, Python, Tableau","1185857.00","1459567.00","Contract","Onsite"
424,"Cybersecurity Analyst","Tech Mahindra","Kolkata",4,"Java, AWS, Kubernetes","1596036.00","1790872.00","Contract","Onsite"
425,"ML Engineer","Cognizant","Bangalore",2,"SQL, AWS, Azure","1073119.00","1251422.00","Full-time","Hybrid"
426,"Frontend Developer","Zoho","Delhi NCR",11,"Azure, Tableau, Python","963264.00","1276116.00","Internship","Hybrid"
427,"Cybersecurity Analyst","Capgemini","Noida",0,"Node.js, Azure, SQL","1520759.00","1890412.00","Internship","Onsite"
428,"Data Scientist","Wipro","Delhi NCR",14,"Power BI, React, Kubernetes","1215014.00","1477322.00","Full-time","Hybrid"
429,"Data Analyst","Tech Mahindra","Kolkata",0,"Java, SQL, Power BI","894555.00","1161932.00","Full-time","Hybrid"
430,"ML Engineer","Tech Mahindra","Pune",14,"Tableau, Python, Docker","1766219.00","2077001.00","Contract","Hybrid"
431,"Software Engineer","Wipro","Hyderabad",9,"Tableau, Node.js, Power BI","775650.00","896561.00","Internship","Onsite"
432,"ML Engineer","Cognizant","Pune",4,"Tableau, Power BI, Node.js","2112102.00","2469964.00","Full-time","Hybrid"
433,"Cloud Engineer","Wipro","Kolkata",0,"Tableau, Java, Python","1456646.00","1669690.00","Internship","Remote"
434,"Software Engineer","TCS","Pune",8,"React, Machine Learning, SQL","785881.00","1108838.00","Contract","Remote"
435,"Data Scientist","Cognizant","Pune",11,"Docker, Java, Python","1444208.00","1650096.00","Internship","Onsite"
436,"Data Analyst","TCS","Noida",11,"Node.js, Machine Learning, AWS","484809.00","660068.00","Internship","Onsite"
437,"Cloud Engineer","Zoho","Noida",0,"Azure, Java, SQL","1068786.00","1449021.00","Full-time","Hybrid"
438,"Software Engineer","HCLTech","Hyderabad",10,"Docker, Python, Power BI","1336717.00","1561590.00","Internship","Remote"
439,"Backend Developer","Capgemini","Chennai",15,"Java, Python, Power BI","1486835.00","1617325.00","Full-time","Hybrid"
440,"DevOps Engineer","Tech Mahindra","Bangalore",11,"Power BI, SQL, Tableau","1584026.00","1928694.00","Internship","Hybrid"
441,"Backend Developer","Capgemini","Kolkata",2,"Power BI, AWS, SQL","1271574.00","1409039.00","Full-time","Hybrid"
442,"Frontend Developer","Wipro","Chennai",4,"Power BI, Machine Learning, AWS","1146983.00","1298539.00","Full-time","Remote"
443,"Cybersecurity Analyst","TCS","Kolkata",4,"Tableau, Node.js, React","1321405.00","1490258.00","Full-time","Remote"
444,"Cloud Engineer","Wipro","Bangalore",1,"Machine Learning, AWS, Azure","1338805.00","1518789.00","Contract","Hybrid"
445,"Cybersecurity Analyst","Infosys","Mumbai",3,"Machine Learning, Tableau, AWS","824981.00","964822.00","Contract","Onsite"
446,"Cybersecurity Analyst","Infosys","Mumbai",9,"Python, Docker, Node.js","1021336.00","1304253.00","Internship","Remote"
447,"ML Engineer","Infosys","Noida",4,"Tableau, Python, Node.js","1336756.00","1560388.00","Internship","Hybrid"
448,"Backend Developer","Capgemini","Delhi NCR",3,"Kubernetes, Tableau, Python","1326077.00","1448576.00","Full-time","Remote"
449,"Business Analyst","Flipkart","Chennai",1,"Kubernetes, Java, AWS","1193134.00","1438405.00","Internship","Remote"
450,"Business Analyst","Capgemini","Noida",14,"AWS, Azure, Python","1137718.00","1504636.00","Contract","Onsite"
451,"Data Analyst","Wipro","Kolkata",14,"Kubernetes, Python, React","810591.00","1055834.00","Contract","Remote"
452,"Software Engineer","TCS","Delhi NCR",10,"Java, Kubernetes, Machine Learning","1178586.00","1505070.00","Internship","Hybrid"
453,"Data Analyst","Infosys","Pune",14,"Tableau, SQL, Python","748830.00","959310.00","Full-time","Onsite"
454,"Business Analyst","Infosys","Hyderabad",0,"Power BI, Node.js, Azure","747262.00","943339.00","Internship","Hybrid"
455,"Cybersecurity Analyst","HCLTech","Chennai",13,"Node.js, Python, Power BI","967822.00","1292718.00","Full-time","Remote"
456,"Data Scientist","Tech Mahindra","Mumbai",7,"Tableau, Machine Learning, Docker","1327287.00","1460957.00","Full-time","Hybrid"
457,"Cybersecurity Analyst","Tech Mahindra","Noida",9,"Tableau, Node.js, Power BI","1682249.00","1904550.00","Internship","Hybrid"
458,"Business Analyst","HCLTech","Delhi NCR",1,"Node.js, SQL, Power BI","723116.00","1002741.00","Internship","Remote"
459,"Data Analyst","Zoho","Kolkata",10,"Docker, SQL, React","426196.00","795875.00","Contract","Remote"
460,"Frontend Developer","Wipro","Mumbai",1,"Machine Learning, Java, Tableau","1199724.00","1514046.00","Internship","Onsite"
461,"Backend Developer","Accenture","Chennai",4,"Kubernetes, Machine Learning, Azure","1411362.00","1529768.00","Full-time","Hybrid"
462,"Business Analyst","Flipkart","Pune",10,"Python, AWS, React","870335.00","973241.00","Full-time","Remote"
